accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.6220269203186035,0.6625151634216309,0.6547608375549316,0.6218590140342712,0.5168812870979309,0.6964765191078186,0.7728239893913269,0.5844700932502747,0.7233101725578308,0.5985363125801086
0.7186333537101746,0.7972719669342041,0.5553429126739502,0.7308465838432312,0.6433027982711792,0.7132550477981567,0.7992238998413086,0.5481574535369873,0.7344918251037598,0.6333855986595154
0.7236461043357849,0.8083874583244324,0.5345601439476013,0.7289025187492371,0.6638789176940918,0.717533528804779,0.8043582439422607,0.5376093983650208,0.7328229546546936,0.650461733341217
0.72746342420578,0.8122113943099976,0.5268563032150269,0.7286142706871033,0.6772866249084473,0.7225671410560608,0.8077247738838196,0.5317577123641968,0.7318840622901917,0.6687576174736023
0.7289735078811646,0.8148589134216309,0.5223696231842041,0.7271702885627747,0.6853400468826294,0.7248322367668152,0.8100576400756836,0.5286409258842468,0.7348614931106567,0.6703258156776428
0.731469452381134,0.8169572353363037,0.5193126797676086,0.7281110286712646,0.6918005347251892,0.7254194617271423,0.8117721080780029,0.5260493755340576,0.7329931855201721,0.6759017109870911
0.7317420840263367,0.8182567358016968,0.5172847509384155,0.7272601127624512,0.6944997310638428,0.7281040549278259,0.8125173449516296,0.5238825082778931,0.7248020172119141,0.7016901969909668
0.733231246471405,0.8194332718849182,0.5156723260879517,0.7276497483253479,0.6987034678459167,0.7278523445129395,0.8136009573936462,0.5227620005607605,0.7282708287239075,0.6935006380081177
0.7348672151565552,0.8202133178710938,0.5144755840301514,0.7282479405403137,0.7029514312744141,0.7272651195526123,0.8144915103912354,0.5225769877433777,0.7356060743331909,0.676772952079773
0.734909176826477,0.8207685947418213,0.5136727094650269,0.7292184233665466,0.701048731803894,0.729362428188324,0.8144923448562622,0.5210571885108948,0.720477283000946,0.7154556512832642
0.7350350022315979,0.8211351037025452,0.5129827857017517,0.7270573377609253,0.7060489654541016,0.7291946411132812,0.8151521682739258,0.5205000638961792,0.7278997898101807,0.6987280249595642
0.735475480556488,0.8214811086654663,0.5124779343605042,0.727421760559082,0.7067569494247437,0.729362428188324,0.8152763247489929,0.5199404954910278,0.7197831273078918,0.7170238494873047
0.7354544997215271,0.8216358423233032,0.5121152400970459,0.726481020450592,0.7087039351463318,0.7297818660736084,0.8155562281608582,0.5196753144264221,0.7240213751792908,0.709008514881134
0.7359578609466553,0.8219649791717529,0.5117289423942566,0.7265526056289673,0.7102526426315308,0.7297818660736084,0.8155019283294678,0.5196165442466736,0.7186523079872131,0.7210315465927124
0.7354125380516052,0.8220555782318115,0.5115659832954407,0.7258210182189941,0.7099871635437012,0.7315436005592346,0.8157002925872803,0.5193688869476318,0.7218242287635803,0.7198117971420288
0.7356013059616089,0.8220804929733276,0.511475682258606,0.7259939312934875,0.7102526426315308,0.7307047247886658,0.8157840967178345,0.5194359421730042,0.7272236943244934,0.7051751017570496
0.7362095713615417,0.822245717048645,0.5112969875335693,0.7274006009101868,0.7092791795730591,0.7299496531486511,0.8157238364219666,0.5195183157920837,0.7160493731498718,0.727652907371521
0.7358739972114563,0.8222211599349976,0.5112326741218567,0.7257060408592224,0.7118014097213745,0.730536937713623,0.8159960508346558,0.5190206170082092,0.7225647568702698,0.7147586941719055
0.7361466288566589,0.8223035335540771,0.5111034512519836,0.7256023287773132,0.7129518985748291,0.729446291923523,0.8160442113876343,0.5192708373069763,0.727717399597168,0.699947714805603
0.7354335188865662,0.8222892880439758,0.5111557245254517,0.7258538603782654,0.7099871635437012,0.7302013635635376,0.8159400224685669,0.5192816853523254,0.7153832912445068,0.7300923466682434
0.7363353967666626,0.8222342729568481,0.5111265182495117,0.7255104780197144,0.713792622089386,0.7307047247886658,0.8158361911773682,0.5192639231681824,0.723212718963623,0.7138874530792236
0.7361885905265808,0.8223468065261841,0.5110133290290833,0.7256677150726318,0.7129518985748291,0.7296980023384094,0.8159950375556946,0.5192177295684814,0.7256589531898499,0.7051751017570496
0.7362095713615417,0.8222733736038208,0.51107257604599,0.7257207036018372,0.7129076719284058,0.7309563755989075,0.8160154819488525,0.5190833210945129,0.7241501212120056,0.71266770362854
0.7359998226165771,0.8223283290863037,0.5110630393028259,0.7255361080169678,0.7125979065895081,0.7295302152633667,0.8159325122833252,0.5191545486450195,0.720189094543457,0.7166754007339478
0.735496461391449,0.8223474025726318,0.5109877586364746,0.7247929573059082,0.7125093936920166,0.7302852272987366,0.8160104155540466,0.5190673470497131,0.7197075486183167,0.720334529876709
0.7362934947013855,0.8223583102226257,0.5109700560569763,0.7254452109336853,0.713792622089386,0.7292785048484802,0.8160127401351929,0.5193538665771484,0.7272891998291016,0.7002962231636047
0.7368597388267517,0.8224173188209534,0.510995090007782,0.7267559766769409,0.7128633856773376,0.7296980023384094,0.815972089767456,0.5191224217414856,0.7204414010047913,0.7166754007339478
0.7367129325866699,0.8223301768302917,0.5110079050064087,0.7263632416725159,0.7132173776626587,0.7296980023384094,0.8158593773841858,0.5192657113075256,0.7213720083236694,0.7145844101905823
