accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5138009190559387,0.5132604837417603,33.71455764770508,0.4864663779735565,0.4628523290157318,0.597483217716217,0.666429877281189,0.758766770362854,0.5560319423675537,0.8135563731193542
0.6540333032608032,0.7074118852615356,0.6497950553894043,0.6420856714248657,0.6102924942970276,0.6854026913642883,0.7584483027458191,0.5881884694099426,0.6550756096839905,0.7320090532302856
0.6953940987586975,0.7632488012313843,0.5885323882102966,0.6911208033561707,0.6461347937583923,0.6980704665184021,0.7817312479019165,0.567966103553772,0.6618269681930542,0.7625021934509277
0.7047485113143921,0.7778968214988708,0.5723665356636047,0.6998030543327332,0.6603832244873047,0.7057886123657227,0.7851763963699341,0.5652364492416382,0.6730232834815979,0.7564035654067993
0.7109568119049072,0.7857900261878967,0.5641077756881714,0.7060280442237854,0.6685693860054016,0.7043623924255371,0.7973579168319702,0.5630247592926025,0.7657787203788757,0.556020200252533
0.7109777927398682,0.7885206937789917,0.561234712600708,0.7040396332740784,0.6732598543167114,0.7190436124801636,0.8034572005271912,0.5378855466842651,0.7335809469223022,0.6539466977119446
0.7145014405250549,0.7896109223365784,0.5616862177848816,0.7066642045974731,0.6798973679542542,0.7221476435661316,0.8057750463485718,0.5331339240074158,0.7271196246147156,0.6769471764564514
0.7141239047050476,0.7910929322242737,0.5597626566886902,0.7076061367988586,0.6763573884963989,0.7159395813941956,0.8013610243797302,0.5455036163330078,0.6810835599899292,0.7710402607917786
0.712802529335022,0.79156094789505,0.5592078566551208,0.7036867737770081,0.680738091468811,0.6958053708076477,0.7854257822036743,0.5945778489112854,0.7667255997657776,0.5291862487792969
0.7149419188499451,0.7933757305145264,0.5570970773696899,0.707653284072876,0.6791893243789673,0.7022650837898254,0.7921334505081177,0.5771201252937317,0.7653902173042297,0.5502700805664062
0.7129074335098267,0.7914155125617981,0.5596588253974915,0.7046718001365662,0.6787911057472229,0.7216442823410034,0.8067330718040466,0.5331679582595825,0.6996536254882812,0.7391531467437744
