accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5758420825004578,0.6003637909889221,0.704344630241394,0.5640362501144409,0.46302932500839233,0.6540268659591675,0.7222121953964233,0.6187414526939392,0.686274528503418,0.5183829665184021
0.6970510482788086,0.772663950920105,0.5777630805969238,0.7171770930290222,0.595822811126709,0.706963062286377,0.7874548435211182,0.5613164305686951,0.7247798442840576,0.630946159362793
0.7190947532653809,0.8021608591079712,0.5439934134483337,0.7293015718460083,0.6478163003921509,0.7166946530342102,0.8012823462486267,0.5427052974700928,0.7304840087890625,0.6522042155265808
0.724736750125885,0.8103544116020203,0.5311823487281799,0.729163646697998,0.6670206785202026,0.7209731340408325,0.8062809705734253,0.5343341827392578,0.7300285696983337,0.6671894192695618
0.726980984210968,0.8136367797851562,0.5249512791633606,0.728208065032959,0.6764901280403137,0.7254194617271423,0.8088265061378479,0.5299125909805298,0.7281643152236938,0.6856595277786255
0.729246199131012,0.8157036900520325,0.5215185284614563,0.7283653616905212,0.6837913393974304,0.7269295454025269,0.8101054430007935,0.5273739099502563,0.7237837910652161,0.699947714805603
0.7309660911560059,0.8168554306030273,0.519401490688324,0.7283818125724792,0.6895437836647034,0.7279362678527832,0.8108239769935608,0.5259849429130554,0.7227776050567627,0.7055236101150513
0.7303158640861511,0.8174577951431274,0.5181691646575928,0.7258939743041992,0.6925527453422546,0.7266778349876404,0.8119900226593018,0.5248981714248657,0.7286636233329773,0.6887959837913513
0.7316792011260986,0.8180229663848877,0.5172158479690552,0.7269067168235779,0.6950307488441467,0.7277684807777405,0.8124407529830933,0.5239517688751221,0.7254157662391663,0.6992507576942444
0.7319937944412231,0.8184117674827576,0.5165296792984009,0.726655900478363,0.6966237425804138,0.7289429306983948,0.8124161958694458,0.5236151218414307,0.7193841934204102,0.7165011167526245
0.7319937944412231,0.8186987638473511,0.5160623788833618,0.7252212762832642,0.6996769905090332,0.7279362678527832,0.8129949569702148,0.5230712294578552,0.724541187286377,0.7016901969909668
0.7322035431861877,0.8189453482627869,0.5156963467597961,0.7253472805023193,0.7001194953918457,0.7286912798881531,0.8131027221679688,0.522800087928772,0.7229837775230408,0.707614541053772
0.7326230406761169,0.8191314935684204,0.515360951423645,0.7252687215805054,0.7017124891281128,0.7270134091377258,0.8136668801307678,0.5227372646331787,0.7297946810722351,0.6875762343406677
0.732685923576355,0.819324791431427,0.5150818228721619,0.7252652049064636,0.701933741569519,0.7282717823982239,0.8136758804321289,0.5220865607261658,0.7232142686843872,0.7056978344917297
0.7330844402313232,0.8193894624710083,0.5149143934249878,0.7246007323265076,0.7047214508056641,0.7286912798881531,0.8136466145515442,0.5220108032226562,0.7216421961784363,0.7105767726898193
0.7327698469161987,0.8195799589157104,0.5146840810775757,0.7247400879859924,0.7033497095108032,0.7296980023384094,0.8137786388397217,0.5218502879142761,0.7192890644073486,0.7192890644073486
0.7329376339912415,0.8195891380310059,0.5146270990371704,0.7241050601005554,0.7052966952323914,0.7296980023384094,0.8138976097106934,0.5216281414031982,0.7208282351493835,0.7158041596412659
0.7328956723213196,0.8197641372680664,0.514427125453949,0.7237546443939209,0.705916166305542,0.7284395694732666,0.8139678239822388,0.5217140913009644,0.723074197769165,0.7065690755844116
0.7333571314811707,0.8197513818740845,0.5143749713897705,0.7246614098548889,0.7055179476737976,0.7288590669631958,0.8141224384307861,0.5214748382568359,0.7205701470375061,0.7135389447212219
0.7335249185562134,0.8198148012161255,0.5143152475357056,0.7236437797546387,0.7083056569099426,0.7279362678527832,0.8142443895339966,0.521480143070221,0.7243797183036804,0.7020387053489685
0.7327069044113159,0.8198426961898804,0.5142273306846619,0.7232769727706909,0.7063144445419312,0.729362428188324,0.8143447637557983,0.521165668964386,0.7220357060432434,0.7119707465171814
0.733252227306366,0.8199067711830139,0.5141535401344299,0.7232994437217712,0.7081286907196045,0.729446291923523,0.8142370581626892,0.5212157368659973,0.720217227935791,0.716326892375946
0.733818531036377,0.8199694752693176,0.5141175985336304,0.7235156297683716,0.7095889449119568,0.7281040549278259,0.8143659830093384,0.5211914777755737,0.7219260931015015,0.7079630494117737
0.733231246471405,0.819953978061676,0.5141077637672424,0.7237116098403931,0.707155168056488,0.7296980023384094,0.814368724822998,0.5210734605789185,0.7199790477752686,0.7177208662033081
0.7330634593963623,0.820014476776123,0.5140273571014404,0.7227436900138855,0.7087039351463318,0.729362428188324,0.814331591129303,0.5211562514305115,0.7190169095993042,0.7187663316726685
0.7329166531562805,0.8200405836105347,0.5140062570571899,0.7224953770637512,0.7087481617927551,0.7270973324775696,0.8145532608032227,0.5211284160614014,0.7245303392410278,0.6989022493362427
0.7333990335464478,0.8200573921203613,0.5139943957328796,0.7238724827766418,0.7073764204978943,0.7295302152633667,0.8144221305847168,0.5210764408111572,0.7178998589515686,0.7219027876853943
0.7337765693664551,0.8200306296348572,0.5139821171760559,0.7232488989830017,0.7100313901901245,0.7278523445129395,0.8144309520721436,0.5211060643196106,0.7211487293243408,0.7088342905044556
0.7340282797813416,0.8201203346252441,0.5139210820198059,0.7235596179962158,0.7102084159851074,0.7266778349876404,0.8145551681518555,0.5211978554725647,0.7250136137008667,0.6964628100395203
0.733818531036377,0.8201286196708679,0.5138915181159973,0.7235357761383057,0.7095446586608887,0.7267617583274841,0.8146220445632935,0.5211578011512756,0.7246560454368591,0.6975082755088806
0.7333151698112488,0.8200743198394775,0.5139545202255249,0.7231554388999939,0.7086596488952637,0.7268456220626831,0.8145332336425781,0.521008312702179,0.7203976511955261,0.7070918083190918
0.7330844402313232,0.8200796842575073,0.5139462947845459,0.7222747802734375,0.709810197353363,0.7281040549278259,0.8145422339439392,0.5209134221076965,0.7210619449615479,0.7098797559738159
0.7336087822914124,0.8200896978378296,0.5138939619064331,0.7228877544403076,0.7102526426315308,0.7270134091377258,0.8145138025283813,0.5209904909133911,0.7188655734062195,0.7110995054244995
0.7337765693664551,0.820125937461853,0.5138961672782898,0.7233092784881592,0.7098986506462097,0.7276006937026978,0.8146003484725952,0.5210253596305847,0.72466641664505,0.7002962231636047
0.7328956723213196,0.8201344609260559,0.5138968229293823,0.7218623757362366,0.7100756764411926,0.7273489832878113,0.814543604850769,0.5210558772087097,0.7229887247085571,0.7030841708183289
0.7335249185562134,0.8201359510421753,0.5138767957687378,0.7229583263397217,0.709810197353363,0.7282717823982239,0.8145713806152344,0.5209111571311951,0.721238911151886,0.7100540399551392
0.7340072989463806,0.8201361298561096,0.5138552188873291,0.7232653498649597,0.7107836604118347,0.729446291923523,0.8145211935043335,0.5212208032608032,0.7147983312606812,0.7288725972175598
